comp,ivar,ipft,R2,RMSE,slope,reMSE,dNRMSE,sNRMSE,iNRMSE,f_SB,f_SDSD,f_LSC,varname,pft,var,dim,alg
som,1.0,2,0.9220795520055881,478.4495356642093,0.9927672131804497,0.00013095873612506203,0.0509851218127211,0.2791423436070062,0.16707510436113848,0.046244601484816454,0.011161538351956197,0.9425938601632273,carbon_02,TrEBF,Active,layer,BaggingRegressor
som,1.0,2,0.9227360178535668,59.553730859255474,0.9935818536489227,0.00012985543217887934,0.05076989727739488,0.27796399433457786,0.16636982681305712,0.047257014223566284,0.011601837984940019,0.9411411477914937,nitrogen_02,TrEBF,Active,layer,BaggingRegressor
som,1.0,2,0.9071584601702632,4.186026559349062,0.9870772925892572,0.0001560362013945155,0.05584396714424052,0.30469909719219174,0.18003135390806332,0.04998604415867378,0.010155722259150422,0.9398582335821759,phosphorus_02,TrEBF,Active,layer,BaggingRegressor
som,1.0,3,0.8490397634110224,612.4491308609925,1.009280245669225,0.00025371468334281955,0.07577265815943558,0.38853601710649377,0.22924980758429866,0.10394360697905473,0.036435908004091085,0.8596204850168541,carbon_03,TrDBF,Active,layer,BaggingRegressor
som,1.0,3,0.8490895858142395,76.54350715079944,1.0096787717786468,0.00025363094821136215,0.0757601532523457,0.3884718962624716,0.22921197404890672,0.10428318411082055,0.03676938712827383,0.8589474287609057,nitrogen_03,TrDBF,Active,layer,BaggingRegressor
som,1.0,3,0.7670296026949204,5.966173607552841,0.9810699815586209,0.00039154688622702465,0.08631018216403011,0.48267007086112107,0.28514329466413435,0.07966520405694485,0.030786167686083426,0.8895486282569717,phosphorus_03,TrDBF,Active,layer,BaggingRegressor
som,1.0,4,0.9393395345575347,935.5497364355754,0.9892722814403193,0.00010195036208817701,0.050097013991798785,0.24629345391720284,0.2613961083342465,0.06355488247440083,0.005060936622909769,0.9313841809026894,carbon_04,TeENF,Active,layer,BaggingRegressor
som,1.0,4,0.9394489745864942,116.8381779574772,0.9895768112462147,0.0001017664292663962,0.0500518025537605,0.2460711795670223,0.2605014449161367,0.06359691988020687,0.005214416498910929,0.9311886636208823,nitrogen_04,TeENF,Active,layer,BaggingRegressor
som,1.0,4,0.9280451124783706,8.02473825615603,0.9949990627319965,0.0001209325840699654,0.056156542820374744,0.268244081988083,0.29415094501326616,0.08155336355645716,0.010632627624030009,0.9078140088195128,phosphorus_04,TeENF,Active,layer,BaggingRegressor
som,1.0,5,0.7641460585574634,1715.9884889031835,0.8934944248383371,0.0003963931788950194,0.10837326308485057,0.4856479604019115,0.31716129267318066,0.09347093036323553,6.735524790876063e-07,0.9065283960842854,carbon_05,TeEBF,Active,layer,BaggingRegressor
som,1.0,5,0.7631339404618203,214.95830637871993,0.8929583536871651,0.0003980942177112266,0.10860554480453408,0.4866888734480991,0.31784107999693684,0.09267051444146834,7.307724907929332e-07,0.907328754786041,nitrogen_05,TeEBF,Active,layer,BaggingRegressor
som,1.0,5,0.7301276699415875,14.319376325521018,0.7993459155394931,0.000453566941274643,0.11394676483223806,0.5194923772861471,0.4057095089839267,0.07071417767889279,0.02273365083038665,0.9065521714907206,phosphorus_05,TeEBF,Active,layer,BaggingRegressor
som,1.0,6,0.9106483283406326,1048.1654324549356,1.0025345189409198,0.0001501708767384327,0.07176140402046137,0.2989174997543092,0.2171043580456958,0.07419371904396237,0.020666933803139574,0.905139347152898,carbon_06,TeDBF,Active,layer,BaggingRegressor
som,1.0,6,0.9103013634948381,131.2748182514444,1.0025319322351238,0.00015075401093304506,0.07190059873041697,0.2994973063404107,0.21752547269027064,0.07427291127220685,0.02072913593719751,0.9049979527905957,nitrogen_06,TeDBF,Active,layer,BaggingRegressor
som,1.0,6,0.8611101185874557,9.784781735737901,0.9685237875804371,0.0002334283721219232,0.08668890397896152,0.37267932785780367,0.27825721715793794,0.05958723059609495,0.007972933861809839,0.9324398355420952,phosphorus_06,TeDBF,Active,layer,BaggingRegressor
som,1.0,7,0.7968294490019217,2730.294432833584,0.8365067117202618,0.00034146311092114,0.0727138238929468,0.4507444408953685,0.38690069822154394,0.003022725710453279,0.020337892348296388,0.9766393819412502,carbon_07,BoENF,Active,layer,BaggingRegressor
som,1.0,7,0.7976394202020698,340.6058280920512,0.8362141602444624,0.00034010181478643726,0.07256873662550166,0.4498450619912707,0.3861287079441487,0.00288533071155394,0.020885435766897942,0.9762292335215481,nitrogen_07,BoENF,Active,layer,BaggingRegressor
som,1.0,7,0.8168105982208568,18.67316558041483,0.8359282745624858,0.0003078813475279718,0.07681896808504286,0.42800631044313253,0.36326844850313733,0.0025826681992305984,0.031173532150724444,0.9662437996500449,phosphorus_07,BoENF,Active,layer,BaggingRegressor
som,1.0,8,0.7651580282854069,2214.836997904383,0.9767803273374764,0.00039469238943629103,0.10943446668333563,0.48460496459961405,0.45495476439423815,0.045233114546394775,0.030950766174901004,0.9238161192787043,carbon_08,BoDBF,Active,layer,BaggingRegressor
som,1.0,8,0.7659639197975824,276.3791847395674,0.9768407211895512,0.0003933379499200297,0.10924653584157033,0.4837727567798932,0.4541734746010951,0.04520919563921835,0.030841837609467702,0.9239489667513139,nitrogen_08,BoDBF,Active,layer,BaggingRegressor
som,1.0,8,0.6659270765246054,18.11022350073249,0.9317016561875804,0.0005614670982779741,0.1397199379777553,0.5779904181518882,0.6236105684346113,0.054590099521384515,0.02210171584613565,0.9233081846324799,phosphorus_08,BoDBF,Active,layer,BaggingRegressor
